Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Casa;San Miguel;5;1;0;139;3500.0;;545.0
Casa en condominio;Ate;5;4;5;400;8500.0;2135.0;1462.0
Casa en condominio;Ate;4;4;4;700;20000.0;;
Casa;Rímac;4;1;4;371;30000.0;3200.0;
Casa en condominio;Ancón;2;1;0;72;1000.0;160.0;
Casa en condominio;Villa El Salvador;4;3;1;160;3000.0;400.0;
Casa en condominio;Jesús María;4;2;4;239;4991.0;1800.0;3200.0
Casa en condominio;Ancón;2;1;0;50;850.0;;
Casa en condominio;Villa El Salvador;2;1;0;61;1300.0;585.0;
Casa comercial;Chorrillos;0;3;0;557;28000.0;;
Casa de villa;San Miguel;3;0;0;87;2600.0;;
Casa;Lince;2;0;0;55;1000.0;;
Casa;Bellavista;2;1;0;70;1250.0;;
Casa;Lince;4;3;0;120;1700.0;;
Casa en condominio;Lince;3;3;0;215;2500.0;100.0;
Casa en condominio;Ate;5;5;3;450;14000.0;1440.0;1182.0
Casa de villa;Comas;1;0;0;40;550.0;;
Casa en condominio;Ate;3;3;1;200;5000.0;800.0;282.0
Casa en condominio;Ate;5;3;2;800;7009.0;;
Casa en condominio;Ate;4;3;4;600;18000.0;1100.0;300.0
Casa;Lince;2;0;0;60;950.0;;
Casa;Punta Hermosa;5;1;0;350;7000.0;290.0;500.0
Casa de villa;Barranco;1;0;0;34;800.0;;
Casa de villa;Callao;2;1;0;162;1700.0;70.0;
Casa;Lurigancho;4;3;4;452;20000.0;;
Casa comercial;Comas;0;0;0;30;2400.0;1450.0;200.0
Casa;Mi Perú;2;0;0;50;700.0;;
Casa de villa;Santa María del Mar;2;1;0;60;1500.0;50.0;
Casa comercial;Punta Hermosa;6;0;0;900;42000.0;;
Casa en condominio;Jesús María;3;2;3;212;4500.0;1663.0;3660.0
Casa en condominio;Pucusana;4;3;1;300;6900.0;1200.0;500.0
Casa de villa;San Miguel;2;0;0;95;2000.0;;100.0
Casa;La Punta;2;0;1;176;1300.0;;
Casa;Lince;2;2;1;80;1700.0;;2.0
Casa en condominio;Ate;4;4;4;220;7000.0;1215.0;36720.0
Casa;Jesús María;4;5;3;600;12000.0;;600.0
Casa en condominio;Lince;2;1;0;65;800.0;;
Casa en condominio;Ate;4;2;4;450;7000.0;1150.0;750.0
Casa de villa;Independencia;1;0;0;70;750.0;;
Casa;Santiago de Surco;4;2;4;330;21000.0;;4200.0
Casa en condominio;San Luis;2;0;2;90;1800.0;200.0;357.0
Casa;Ate;2;2;1;74;2500.0;770.0;
Casa en condominio;Ate;4;4;2;410;7500.0;1055.0;1190.0
Casa;La Punta;3;0;0;125;2900.0;;96.0
Casa de villa;San Juan de Miraflores;2;1;1;120;1800.0;40.0;25.0
Casa;Los Olivos;8;0;0;412;4000.0;;958.0
Casa comercial;Chorrillos;0;0;0;280;16000.0;;1166.0
Casa en condominio;Punta Hermosa;5;6;1;630;10000.0;1000.0;1200.0
Casa;Pueblo Libre;6;2;0;750;18000.0;;1800.0
Casa comercial;Chorrillos;5;6;0;500;23000.0;450.0;
Casa en condominio;Pucusana;5;5;5;600;30000.0;;
Casa;Lurín;2;0;0;50;800.0;;
Casa en condominio;Ate;5;4;5;730;25000.0;1350.0;1200.0
Casa;Lince;3;0;0;70;950.0;;45.0
Casa;Chaclacayo;1;0;0;50;600.0;;
Casa;Punta Hermosa;5;0;2;300;7000.0;290.0;
Casa en condominio;Ate;4;4;4;661;11800.0;1550.0;1469.0
Casa;Callao;2;3;0;80;2300.0;;192.0
Casa en condominio;Ate;5;7;5;750;20000.0;2500.0;10000.0
Casa;Punta Hermosa;4;3;3;900;30000.0;2000.0;5070.0
Casa de villa;San Borja;2;1;1;80;3000.0;50.0;
Casa de villa;La Punta;1;0;0;64;1200.0;80.0;
Casa en condominio;Ate;5;6;3;300;10000.0;;
Casa comercial;Pachacámac;0;0;0;380;12000.0;;
Casa de villa;Chorrillos;2;0;0;68;3500.0;;
Casa;Magdalena del Mar;3;4;1;200;3800.0;;400.0
Casa en condominio;Independencia;2;0;0;90;900.0;;
Casa;Ate;4;4;2;600;30000.0;1100.0;
Casa comercial;Chorrillos;0;0;0;300;7000.0;;480.0
Casa en condominio;Ate;4;2;3;372;9800.0;2333.0;14204.0
Casa en condominio;Jesús María;4;2;4;260;9000.0;7068.0;8024.0
Casa en condominio;Comas;2;1;0;90;1100.0;280.0;
Casa;Mi Perú;2;0;0;36;700.0;;
Casa;Lurigancho;4;4;4;451;20000.0;;
Casa de villa;San Luis;1;0;0;60;1000.0;;
Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
Casa en condominio;Jesús María;3;1;1;240;3000.0;;
Casa en condominio;Jesús María;4;3;4;280;5000.0;825.0;4200.0
Casa comercial;San Bartolo;0;6;0;600;18000.0;;200.0
Casa en condominio;Callao;3;2;3;240;4000.0;1200.0;315.0
Casa;San Juan de Miraflores;2;3;0;67;1000.0;;
Casa en condominio;Ate;4;3;4;465;6000.0;1025.0;1201.0
Casa comercial;Jesús María;0;10;0;595;25000.0;;320.0
Casa;Santa María del Mar;3;3;1;220;3400.0;;4500.0
Casa en condominio;Ate;4;3;4;350;13000.0;1210.0;1000.0
Casa;Callao;4;10;1;400;4900.0;;
Casa;Ate;5;2;0;200;11000.0;1300.0;900.0
Casa en condominio;Jesús María;5;3;5;700;16000.0;1600.0;150.0
Casa en condominio;Ate;4;2;0;250;2700.0;190.0;
Casa;Mi Perú;1;0;0;30;1000.0;;
Casa;Chorrillos;4;1;1;252;2300.0;;201.0
Casa en condominio;Pucusana;4;3;1;250;6900.0;1000.0;522.0
Casa;Villa El Salvador;2;1;0;61;1100.0;570.0;
Casa comercial;Jesús María;0;5;0;360;15000.0;;600.0
Casa de villa;Ventanilla;2;0;0;60;1300.0;136.0;
Casa;San Juan de Miraflores;3;0;0;60;800.0;;
Casa en condominio;Ate;4;3;4;320;9000.0;800.0;1200.0
Casa;Bellavista;1;1;0;40;1200.0;;14.0
Casa;Pucusana;5;2;3;237;7000.0;;120.0
Casa;Magdalena del Mar;3;6;1;325;3700.0;;450.0
Casa;Ate;4;0;3;170;4500.0;;
Casa en condominio;Ate;5;3;5;300;9000.0;580.0;6800.0
Casa en condominio;Ate;4;6;3;681;18000.0;1907.0;1941.0
Casa de villa;El Agustino;2;0;0;70;1000.0;;
Casa de villa;Los Olivos;1;1;0;30;750.0;30.0;
Casa;Lurigancho;4;4;4;845;35000.0;;1794.0
Casa en condominio;Jesús María;2;0;0;45;2100.0;450.0;
Casa en condominio;Ancón;3;1;1;65;1050.0;550.0;2.0
Casa;Lince;3;1;1;122;1100.0;;153.0
Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0
Casa en condominio;Villa El Salvador;2;2;1;120;2200.0;50.0;
Casa de villa;Magdalena del Mar;1;0;0;45;900.0;;6.0
Casa;San Miguel;4;2;1;180;2200.0;;248.0
Casa;San Miguel;3;0;0;120;2900.0;206.0;
Casa;Callao;2;0;0;360;2000.0;;
Casa;Pucusana;3;7;3;340;7500.0;1900.0;970.0
Casa;San Miguel;7;4;0;400;10000.0;;283.0
Casa;Lince;2;1;2;74;1200.0;;
Casa;Pucusana;1;0;0;60;1300.0;;85.0
Casa;San Juan de Lurigancho;6;4;1;641;15000.0;900.0;1000.0
Casa en condominio;Callao;5;3;1;118;2500.0;1220.0;152.0
Casa de villa;Pucusana;2;0;0;46;2000.0;;
Casa;Jesús María;5;3;4;217;11000.0;1248.0;3242.0
Casa;Los Olivos;6;1;0;380;2000.0;;320.0
Casa de villa;San Miguel;2;0;0;68;1000.0;50.0;35.0
Casa en condominio;Ate;4;4;2;250;7500.0;1250.0;680.0
Casa;Pucusana;3;3;1;400;6000.0;;
Casa;Lince;4;0;1;366;1890.0;;208.0
Casa en condominio;Ate;4;2;4;300;9000.0;970.0;637.0
Casa de villa;San Juan de Lurigancho;5;3;0;900;15000.0;;5000.0
Casa de villa;Chorrillos;3;0;0;90;2750.0;20.0;110.0
Casa;Santiago de Surco;4;1;2;320;20000.0;;423.0
Casa comercial;Chorrillos;0;0;0;500;17900.0;;
Casa;Ate;2;2;0;155;1200.0;;
Casa en condominio;Ancón;3;3;2;100;1700.0;50.0;2.0
Casa en condominio;Ate;6;2;2;600;10000.0;1850.0;1040.0
Casa comercial;La Punta;0;0;0;271;32560.0;5699.0;407.0
Casa en condominio;Ate;5;0;5;577;22000.0;1680.0;14735.0
Casa en condominio;Rímac;4;2;4;500;25000.0;2900.0;1962.0
Casa en condominio;Ate;5;8;5;1000;40000.0;;
Casa comercial;Breña;1;0;0;200;16000.0;;12000.0
Casa en condominio;Ate;4;3;2;434;7400.0;2695.0;12115.0
Casa en condominio;Jesús María;4;2;4;479;10000.0;2700.0;300.0
Casa en condominio;La Punta;3;1;2;80;1900.0;;
Casa;Pucusana;5;4;0;380;8000.0;;269.0
Casa;Ate;5;3;5;776;20000.0;2130.0;20000.0
Casa;Ate;4;3;4;700;16000.0;2140.0;1700.0
Casa;El Agustino;1;0;0;35;700.0;;
Casa en condominio;La Punta;3;1;2;155;2500.0;;
Casa comercial;Comas;1;0;1;213;30000.0;;2346.0
Casa en condominio;Ate;5;0;2;487;13500.0;1450.0;993.0
Casa;San Juan de Miraflores;2;1;0;50;700.0;200.0;
Casa;Mi Perú;7;2;1;268;3300.0;;430.0
Casa;El Agustino;1;0;0;45;850.0;;
Casa;Lince;4;0;0;159;1800.0;;
Casa de villa;La Molina;2;0;0;41;1200.0;;40.0
Casa en condominio;Jesús María;3;2;1;285;6500.0;1593.0;
Casa en condominio;Ate;4;4;2;660;30000.0;1150.0;13990.0
Casa comercial;Comas;0;0;0;280;35000.0;;
Casa en condominio;Ate;4;4;4;900;25000.0;1308.0;1601.0
Casa en condominio;La Perla;6;3;6;1500;16000.0;2000.0;5500.0
Casa de villa;Los Olivos;1;0;0;40;850.0;;
Casa en condominio;Ate;5;6;5;800;18000.0;1600.0;2400.0
Casa;Lince;3;1;3;114;1500.0;;
Casa;Lince;4;0;2;324;3000.0;;
Casa en condominio;Ate;5;3;2;400;8500.0;860.0;780.0
Casa en condominio;Ate;4;3;4;466;7400.0;2695.0;1283.0
Casa;San Miguel;2;0;0;52;950.0;100.0;11.0
Casa;Jesús María;5;3;5;400;12000.0;;2200.0
Casa;Callao;2;0;0;150;3300.0;;860.0
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
Casa en condominio;San Isidro;2;0;0;70;900.0;;68.0
Casa;Lurigancho;5;4;4;845;35000.0;;
Casa;Cieneguilla;4;1;0;99;1800.0;;
Casa en condominio;Ate;5;2;5;600;19900.0;1891.0;160.0
Casa en condominio;Ate;6;6;5;850;15000.0;2300.0;2200.0
Casa comercial;Comas;0;0;0;215;30000.0;;3000.0
Casa;Mi Perú;2;0;0;115;1200.0;;
Casa;Chorrillos;2;0;0;60;850.0;;13.0
Casa;San Isidro;1;0;0;30;1100.0;;
Casa;Lince;2;1;0;91;1200.0;;
Casa en condominio;Ate;4;4;4;800;10000.0;1200.0;1404.0
Casa en condominio;Ate;4;4;1;400;8000.0;800.0;
Casa en condominio;Ate;4;3;4;337;12500.0;1000.0;1000.0
Casa en condominio;Ate;5;5;5;850;25000.0;2134.0;
Casa comercial;Callao;0;0;0;2810;9000.0;;
Casa;Ate;2;0;2;74;1850.0;;162.0
Casa en condominio;Ate;5;4;5;564;20000.0;1918.0;1743.0
Casa;La Punta;1;0;0;40;550.0;;
Casa;Santiago de Surco;1;1;0;60;700.0;;
Casa;San Miguel;1;0;0;40;1000.0;;17.0
Casa;La Perla;2;2;0;70;950.0;;
Casa en condominio;Mi Perú;2;1;0;85;1300.0;150.0;
Casa;Lince;4;1;3;100;1600.0;;
Casa;San Juan de Lurigancho;4;3;1;379;15000.0;1200.0;
Casa en condominio;Ate;6;3;4;1050;15000.0;2650.0;9000.0
Casa;Ate;3;0;1;128;1500.0;;45.0
Casa;Ancón;3;2;0;100;1450.0;;
Casa de villa;El Agustino;1;0;0;40;600.0;;
Casa en condominio;Ate;5;3;5;820;25000.0;2500.0;1500.0
Casa;Ate;5;8;5;640;18000.0;950.0;18000.0
Casa;Lince;2;1;0;70;650.0;;
Casa;Lima;1;0;0;60;1000.0;;
Casa en condominio;Ate;5;2;1;480;8000.0;1350.0;1360.0
Casa;Los Olivos;2;1;0;52;850.0;;
Casa en condominio;Lince;2;1;0;60;710.0;;
Casa comercial;San Juan de Lurigancho;0;4;0;493;12000.0;;
Casa;Lurigancho;4;1;2;500;15000.0;;500.0
Casa;Ate;5;6;0;400;20000.0;;590.0
Casa en condominio;Ate;4;3;4;900;13000.0;1380.0;1833.0
Casa;Lince;2;0;0;60;700.0;;
Casa en condominio;Ate;4;3;4;270;10000.0;700.0;650.0
Casa en condominio;Ate;4;5;3;460;10000.0;1470.0;800.0
Casa en condominio;Callao;4;3;1;63;2000.0;416.0;
Casa de villa;Lince;1;0;0;70;750.0;;
Casa en condominio;Ate;4;3;1;450;8500.0;800.0;7500.0
Casa;Lurigancho;4;4;1;465;12000.0;880.0;1550.0
Casa en condominio;Ancón;2;2;2;79;2100.0;;
Casa en condominio;Ate;4;3;3;360;12000.0;1200.0;1200.0
Casa;Mi Perú;4;5;1;270;4800.0;;2300.0
Casa;Mi Perú;3;1;2;93;2000.0;;
Casa en condominio;Ate;5;3;5;550;20000.0;1308.0;1601.0
Casa;San Luis;3;3;1;308;3500.0;;2435.0
Casa comercial;San Luis;0;11;0;345;12000.0;;997.0
Casa en condominio;Jesús María;3;2;3;153;4200.0;900.0;300.0
Casa de villa;Independencia;2;0;0;70;1200.0;;
Casa de villa;Miraflores;1;0;0;45;600.0;;30.0
Casa;San Miguel;2;1;0;72;1400.0;;34.0
Casa en condominio;Ate;5;4;2;420;8500.0;850.0;
Casa comercial;San Borja;0;0;0;70;3500.0;750.0;458.0
Casa en condominio;Ate;1;0;1;40;1750.0;;
Casa en condominio;Ate;6;4;4;1042;12000.0;1640.0;2082.0
Casa;Pucusana;5;2;4;595;10000.0;;
Casa;San Martín de Porres;1;0;0;45;700.0;;
Casa comercial;Callao;0;0;0;150;3300.0;;860.0
Casa en condominio;Ate;3;6;3;608;18000.0;1910.0;1411.0
Casa en condominio;Pucusana;3;3;3;320;7500.0;1900.0;1000.0
Casa en condominio;Ate;5;4;2;450;7500.0;1150.0;750.0
Casa en condominio;Lince;2;1;2;70;900.0;70.0;
Casa comercial;Ate;0;4;0;200;4500.0;;250.0
Casa de villa;El Agustino;1;0;0;35;700.0;;
Casa en condominio;Ate;4;5;3;500;7900.0;1495.0;750.0
Casa;Ventanilla;2;0;0;70;2000.0;;
Casa en condominio;Jesús María;3;3;3;220;4500.0;1500.0;3500.0
Casa;Lince;2;1;0;90;1200.0;;
Casa en condominio;Chorrillos;1;1;0;50;780.0;;
Casa;Lurigancho;4;4;4;845;35000.0;;
Casa de villa;San Miguel;2;0;0;70;1500.0;;
Casa en condominio;Punta Hermosa;3;3;1;250;3900.0;2600.0;3000.0
Casa;Carabayllo;3;3;0;70;2000.0;;
Casa;Santa Anita;1;0;0;50;900.0;;14.0
Casa;Villa El Salvador;5;1;2;400;4200.0;50.0;
Casa comercial;Ate;0;2;0;210;1900.0;;
Casa;Lince;1;0;0;70;700.0;;
Casa comercial;La Punta;10;15;0;1065;29000.0;;
Casa en condominio;Ate;4;7;1;450;9000.0;500.0;960.0
Casa en condominio;Ate;4;5;4;1000;30000.0;2000.0;2670.0
Casa en condominio;Breña;3;3;3;500;22000.0;3780.0;1550.0
Casa;Santa Rosa;1;0;1;11;800.0;;
Casa;Jesús María;4;2;3;600;15000.0;;600.0
Casa;Punta Hermosa;6;3;1;450;11000.0;;
Casa de villa;San Bartolo;2;1;0;50;980.0;;
Casa;Lurigancho;4;1;4;387;25000.0;;5000.0
Casa;Santa Anita;6;1;0;347;9000.0;;
Casa;Punta Hermosa;2;0;0;46;1850.0;179.0;29.0
Casa;La Perla;4;5;3;822;25000.0;;15400.0
Casa;Santiago de Surco;5;2;2;350;19000.0;;
Casa;Independencia;2;0;0;80;800.0;;26.0
Casa comercial;Comas;0;1;0;600;52000.0;;1527.0
Casa en condominio;Ate;4;0;0;840;10000.0;4500.0;1913.0
Casa de villa;La Punta;3;2;1;155;2500.0;;
Casa;Santiago de Surco;2;0;0;89;1500.0;;
Casa en condominio;Ate;5;10;5;900;20000.0;1300.0;120.0
Casa comercial;Chorrillos;0;16;0;228;2500.0;;2106.0
Casa comercial;Villa El Salvador;0;2;0;436;6000.0;;272.0
Casa;Lince;4;1;2;235;2500.0;;
Casa;Lince;2;1;1;120;1500.0;;
Casa en condominio;Ate;6;5;6;750;12000.0;1300.0;1300.0
Casa comercial;Santiago de Surco;0;0;0;155;12000.0;;1430.0
Casa comercial;Comas;0;0;0;500;100000.0;;2000.0
Casa comercial;Pachacámac;0;0;0;579;26000.0;10.0;
Casa de villa;Villa El Salvador;1;0;0;33;600.0;;60.0
Casa comercial;Chorrillos;4;0;0;165;8500.0;;523.0
Casa de villa;Santa Anita;2;0;0;71;2000.0;;36.0
Casa en condominio;Ate;5;4;1;400;10000.0;2334.0;
Casa en condominio;Jesús María;4;3;4;280;7500.0;1.0;1.0
Casa;Ate;5;4;5;420;11991.0;885.0;
Casa;Lurigancho;5;4;5;1400;20000.0;;1912.0
Casa de villa;Lince;1;0;0;40;500.0;;
Casa;Barranco;1;0;0;40;500.0;;
Casa de villa;Santa Rosa;1;0;0;45;700.0;;
Casa;Lurigancho;4;4;4;450;25000.0;;1750.0
Casa de villa;Comas;2;0;0;100;1600.0;;
Casa;Lince;1;2;1;160;2300.0;;
Casa en condominio;Villa María del Triunfo;4;2;4;200;5000.0;330.0;
Casa;Mi Perú;1;0;0;50;900.0;;
Casa;Lince;4;1;2;180;1850.0;300.0;
Casa en condominio;Lince;2;1;0;65;800.0;240.0;
Casa en condominio;Jesús María;4;3;3;305;3200.0;1400.0;
Casa en condominio;Ate;4;2;4;285;13000.0;1200.0;14000.0
Casa;San Miguel;3;1;0;198;2000.0;;
Casa;Barranco;1;0;0;50;900.0;;
Casa;Mi Perú;6;4;4;90;60000.0;;
Casa en condominio;Santa Anita;3;1;0;158;2200.0;155.0;
Casa;Breña;4;0;0;300;7500.0;;2100.0
Casa;Jesús María;4;5;3;386;15000.0;;610.0
Casa;Callao;2;1;0;70;1180.0;;151.0
Casa en condominio;Ate;5;4;5;1400;40000.0;2134.0;
Casa de villa;Ancón;1;0;0;30;500.0;;
Casa en condominio;San Luis;3;0;2;140;3800.0;350.0;
Casa en condominio;Villa El Salvador;3;2;1;86;1700.0;440.0;
Casa en condominio;Ate;4;2;2;450;6500.0;1145.0;750.0
Casa;Mi Perú;1;2;0;70;660.0;;
Casa en condominio;Ate;4;4;4;1000;25000.0;2450.0;23710.0
Casa en condominio;Lince;3;2;2;192;1400.0;;
Casa comercial;Carabayllo;0;6;0;305;6000.0;;306.0
Casa en condominio;Ate;4;2;4;900;15000.0;1380.0;22000.0
Casa;Ate;5;4;0;350;12000.0;1000.0;600.0
Casa;Pucusana;2;0;1;80;1500.0;;
Casa en condominio;Jesús María;4;4;0;400;9000.0;;514.0
Casa en condominio;Ate;4;4;2;622;10000.0;1390.0;14860.0
Casa;Mi Perú;3;1;0;120;2900.0;;150.0
Casa de villa;San Juan de Miraflores;3;2;0;116;2100.0;90.0;40.0
Casa en condominio;Ate;5;4;5;890;17000.0;2700.0;2000.0
Casa en condominio;Lince;2;1;1;80;1400.0;170.0;
Casa;El Agustino;4;2;4;176;4500.0;;
Casa;Lince;3;1;2;200;2500.0;;
Casa comercial;Breña;0;0;0;250;10000.0;;1708.0
Casa en condominio;Villa El Salvador;3;2;1;160;3900.0;;
Casa;Los Olivos;1;0;0;38;550.0;;
Casa en condominio;Ate;5;4;5;341;9000.0;934.0;
Casa comercial;Breña;0;3;0;450;16000.0;;
Casa;Jesús María;4;2;2;473;3200.0;;928.0
Casa;Ate;1;0;0;60;900.0;;
Casa en condominio;Jesús María;3;2;3;168;4500.0;;
Casa comercial;Chaclacayo;0;2;0;154;4500.0;;239.0
Casa;Carabayllo;1;1;0;50;1100.0;;
Casa en condominio;San Luis;3;1;1;140;2200.0;150.0;
Casa de villa;Santa Anita;3;1;0;82;2300.0;;13.0
Casa de villa;La Molina;2;0;0;47;1000.0;150.0;39.0
Casa;Ate;5;10;5;600;20000.0;2000.0;
Casa;La Perla;3;6;2;363;15000.0;;704.0
Casa en condominio;Ate;6;2;1;500;18000.0;2333.0;12000.0
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
Casa en condominio;Ate;4;0;4;175;4250.0;900.0;353.0
Casa de villa;El Agustino;2;1;0;88;1250.0;87.0;27.0
Casa;Santiago de Surco;4;1;1;160;12000.0;;
Casa comercial;Jesús María;0;0;0;200;6500.0;;280.0
Casa comercial;Santa Anita;2;0;0;122;2000.0;;
Casa comercial;Ancón;0;50;0;1795;20000.0;;
Casa en condominio;Punta Hermosa;5;4;3;670;18000.0;1550.0;3200.0
Casa;Lince;2;0;0;45;1000.0;;
Casa comercial;Santa Anita;4;0;2;160;4200.0;;100.0
Casa;Comas;1;0;1;39;3000.0;500.0;200.0
Casa;Ate;5;6;4;2000;49991.0;;
Casa;La Perla;4;4;0;450;14000.0;;7200.0
Casa;San Isidro;2;0;0;32;1300.0;;
Casa en condominio;Jesús María;4;2;1;479;7400.0;1350.0;
Casa;Ate;3;4;1;493;7500.0;2634.0;1235.0
Casa comercial;Pueblo Libre;10;10;0;500;22000.0;;2670.0
Casa en condominio;La Molina;4;2;2;140;2300.0;270.0;130.0
Casa de villa;San Borja;6;0;1;250;5500.0;300.0;408.0
Casa en condominio;Jesús María;4;2;3;230;4509.0;1623.0;3660.0
Casa en condominio;Santiago de Surco;5;3;4;346;20000.0;;
Casa;Ate;5;3;2;412;10000.0;1050.0;
Casa en condominio;Ate;4;3;4;850;35000.0;1900.0;2300.0
Casa en condominio;Ate;3;4;3;700;16000.0;2150.0;17000.0
Casa en condominio;Ate;4;4;2;360;7900.0;990.0;670.0
Casa en condominio;Ate;5;4;5;700;13491.0;2400.0;18500.0
Casa comercial;Chorrillos;3;0;0;184;11500.0;;1193.0
Casa en condominio;Callao;3;2;1;140;2600.0;750.0;
Casa en condominio;Villa El Salvador;3;2;1;65;1100.0;400.0;
Casa en condominio;Santa Anita;3;1;1;80;1900.0;;
Casa;Lince;3;0;1;90;1150.0;;
Casa;Jesús María;4;2;1;450;8000.0;;937.0
Casa de villa;Ventanilla;2;0;0;45;1600.0;;
Casa en condominio;Ate;4;5;3;650;15000.0;1750.0;
Casa;Lince;1;1;0;37;600.0;;
Casa;Pucusana;4;7;0;340;9990.0;;970.0
Casa;Lince;2;1;0;65;900.0;500.0;
Casa;Ate;5;3;5;960;50000.0;2150.0;2200.0
Casa;Ate;6;3;4;599;12000.0;1600.0;1200.0
Casa;San Miguel;2;0;0;71;2300.0;25.0;
Casa;Villa El Salvador;6;0;6;1000;20000.0;;715.0
Casa;Lince;3;1;3;115;1500.0;;
Casa de villa;Lince;1;0;0;40;600.0;;25.0
Casa;Lurigancho;4;4;4;845;35000.0;;
Casa comercial;Chorrillos;8;4;5;400;8000.0;;2190.0
Casa en condominio;Ate;4;5;1;365;7150.0;;6600.0
Casa en condominio;Jesús María;4;4;2;250;4200.0;603.0;400.0
Casa de villa;Cieneguilla;1;0;0;50;800.0;;
Casa comercial;Chorrillos;0;0;0;380;15500.0;;1640.0
Casa;La Victoria;3;0;0;65;1200.0;;
Casa de villa;Los Olivos;1;0;0;42;800.0;;
Casa en condominio;Ate;4;5;2;390;9000.0;900.0;1380.0
Casa comercial;Punta Negra;0;10;0;627;16000.0;;397.0
Casa;Chaclacayo;2;0;0;72;2000.0;;
Casa en condominio;Ate;6;5;6;1100;25000.0;;
Casa;La Punta;2;0;0;55;1000.0;;
Casa en condominio;Santa Anita;2;1;0;70;1200.0;180.0;
Casa de villa;Santa Anita;2;1;1;65;1800.0;;
Casa;Santiago de Surco;5;2;4;320;21000.0;;
Casa;Ate;4;6;4;500;25000.0;;1298.0
Casa en condominio;Mi Perú;4;2;2;240;2200.0;480.0;80.0
Casa de villa;Independencia;1;0;0;45;650.0;;
Casa de villa;Rímac;3;0;1;80;1200.0;;17.0
Casa en condominio;Ate;5;5;5;606;18000.0;1850.0;1480.0
Casa de villa;San Miguel;2;0;0;73;2500.0;25.0;64.0
Casa;Mi Perú;2;0;0;70;1200.0;;
Casa;La Punta;2;1;0;80;1580.0;;30.0
Casa comercial;San Miguel;0;2;0;300;10000.0;;
Casa comercial;Callao;0;1;0;1000;20000.0;;642.0
Casa;Punta Hermosa;5;3;3;500;14000.0;;508.0
Casa de villa;Santa Rosa;3;1;0;64;1760.0;50.0;
Casa;Lurigancho;5;2;2;276;15000.0;;525.0
Casa;Ate;4;10;3;750;50000.0;2000.0;
Casa;Lince;2;1;2;80;950.0;;
Casa;Magdalena del Mar;2;0;0;100;900.0;;
Casa;Lince;2;2;0;80;1000.0;;
Casa;Jesús María;5;8;3;1200;25000.0;1300.0;900.0
Casa en condominio;Ate;4;5;4;530;20000.0;2333.0;17970.0
Casa;Chorrillos;10;2;4;700;25000.0;;19461.0
Casa;Lurigancho;4;3;4;500;20000.0;;1800.0
Casa en condominio;Ate;4;4;4;600;38000.0;1100.0;15000.0
Casa;Jesús María;4;3;1;350;4500.0;;
Casa;Surquillo;1;0;0;40;650.0;;
Casa en condominio;Ate;3;1;1;125;4200.0;892.0;432.0
Casa en condominio;Ate;6;5;4;600;16000.0;900.0;8000.0
Casa en condominio;Ate;2;4;2;600;30000.0;1100.0;
Casa;Santiago de Surco;6;2;2;260;18000.0;;
Casa;Los Olivos;2;0;0;65;1500.0;;
Casa;Lince;1;1;0;50;550.0;;2.0
Casa;El Agustino;2;0;0;60;850.0;;
Casa comercial;Punta Hermosa;27;8;1;1000;12000.0;;450.0
Casa de villa;Lince;3;1;0;80;1300.0;;
Casa en condominio;Ate;5;3;5;560;16000.0;1500.0;1940.0
Casa en condominio;Ate;4;2;4;350;8500.0;510.0;600.0
Casa en condominio;Breña;6;2;2;450;8000.0;;
Casa en condominio;Santa Anita;2;0;0;70;1200.0;200.0;80.0
Casa en condominio;Villa El Salvador;2;1;0;61;1400.0;570.0;16.0
Casa;Punta Hermosa;4;3;2;380;10000.0;;730.0
Casa comercial;La Punta;0;1;0;26;1100.0;570.0;50.0
Casa;Pucusana;1;0;0;70;1400.0;;21.0
Casa;San Isidro;3;0;0;112;1200.0;;
Casa en condominio;Jesús María;5;8;3;1000;23900.0;1320.0;1061.0
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;350.0
Casa;Carabayllo;1;0;0;38;600.0;;
Casa comercial;San Luis;0;0;0;1200;45000.0;;
Casa en condominio;Ate;6;4;5;1000;30000.0;2700.0;1800.0
Casa en condominio;Ate;4;3;2;220;3900.0;1100.0;960.0
Casa comercial;San Isidro;3;2;0;225;3000.0;;
Casa;Lurigancho;4;0;3;280;10000.0;;520.0
Casa de villa;Punta Negra;1;0;0;33;1400.0;;53.0
Casa en condominio;Ate;5;4;5;850;32000.0;1510.0;15804.0
Casa;Jesús María;3;3;1;120;2200.0;926.0;260.0
Casa comercial;San Luis;0;0;0;345;12000.0;;
Casa;Lince;6;4;0;180;10000.0;;
Casa;Ventanilla;3;0;0;90;2000.0;;
Casa;Callao;4;3;0;318;4500.0;;
Casa en condominio;Jesús María;4;6;4;600;8000.0;1800.0;3600.0
Casa de villa;Ate;2;0;1;80;1300.0;;
Casa comercial;La Punta;0;2;0;320;38400.0;6729.0;480.0
Casa;Ate;5;1;2;244;7000.0;1624.0;618.0
Casa;El Agustino;1;0;1;50;800.0;;
